Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Publisher,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID
"Comer D.R., Sekerka L.E.","36924988200;6507848186;","Taking time for patience in organizations",2014,"Journal of Management Development","33","1",,"6","23",,7,"10.1108/JMD-11-2013-0132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896285419&doi=10.1108%2fJMD-11-2013-0132&partnerID=40&md5=0d7bea6538eea2a1aa3c5f18a847b640","Emerald Group Publishing Ltd.",,Article,"Final","",Scopus,2-s2.0-84896285419
"Barber L., Grawitch M.J., Munz D.C.","25421348100;6507470153;7102141215;","Are better sleepers more engaged workers? A self-regulatory approach to sleep hygiene and work engagement",2013,"Stress and Health","29","4",,"307","316",,56,"10.1002/smi.2468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884973865&doi=10.1002%2fsmi.2468&partnerID=40&md5=fbaee9ae2c225a176e3e7665b721e799",,"23086901",Article,"Final","",Scopus,2-s2.0-84884973865
"Bertrams A., Englert C., Dickhäuser O., Baumeister R.F.","26321341500;57189178989;6603563606;7102470609;","Role of self-control strength in the relation between anxiety and cognitive performance",2013,"Emotion","13","4",,"668","680",,59,"10.1037/a0031921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883222399&doi=10.1037%2fa0031921&partnerID=40&md5=7ff8e013ff7e633b03b31cf0538dad69",,"23527509",Article,"Final","",Scopus,2-s2.0-84883222399
"Tang T.L.-P., Sutarso T.","24559503500;8709027500;","Falling or Not Falling into Temptation? Multiple Faces of Temptation, Monetary Intelligence, and Unethical Intentions Across Gender",2013,"Journal of Business Ethics","116","3",,"529","552",,45,"10.1007/s10551-012-1475-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884587890&doi=10.1007%2fs10551-012-1475-3&partnerID=40&md5=927d3545c3955d181dcac53d82a290d8",,,Article,"Final","",Scopus,2-s2.0-84884587890
"Oertig D., Schüler J., Schnelle J., Brandstätter V., Roskes M., Elliot A.J.","36167073000;8379279900;25226101100;7801664903;54380640200;7005287437;","Avoidance goal pursuit depletes self-regulatory resources",2013,"Journal of Personality","81","4",,"365","375",,47,"10.1111/jopy.12019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880322755&doi=10.1111%2fjopy.12019&partnerID=40&md5=9f65c25d07311e874619c2b292f70bef",,"23126507",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84880322755
"Bennett R.","9433332000;","Factors influencing the probability of early lapse of face to face recruited charity donors",2013,"International Review on Public and Nonprofit Marketing","10","2",,"129","142",,1,"10.1007/s12208-012-0092-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879985368&doi=10.1007%2fs12208-012-0092-2&partnerID=40&md5=08af2a11c6228a7c6b966b38d56382f7",,,Article,"Final","",Scopus,2-s2.0-84879985368
"Chiou W.-B., Wu W.-H., Chang M.-H.","14013549100;34874284500;14014534300;","Think abstractly, smoke less: A brief construal-level intervention can promote self-control, leading to reduced cigarette consumption among current smokers",2013,"Addiction","108","5",,"985","992",,38,"10.1111/add.12100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876413808&doi=10.1111%2fadd.12100&partnerID=40&md5=a88d66cd209612a9da557dcb94d8b488",,"23279621",Article,"Final","",Scopus,2-s2.0-84876413808
"Giuliani N.R., Calcott R.D., Berkman E.T.","12143896400;55585678800;25958940400;","Piece of cake. Cognitive reappraisal of food craving",2013,"Appetite","64",,,"56","61",,64,"10.1016/j.appet.2012.12.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873540310&doi=10.1016%2fj.appet.2012.12.020&partnerID=40&md5=cca05ccc8b55e6dce07604c8f6c439ad",,"23313699",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84873540310
"Filevich E., Vanneste P., Brass M., Fias W., Haggard P., Kühn S.","54998006600;55848574800;56231632100;6603799070;7005933195;57203215366;","Brain correlates of subjective freedom of choice",2013,"Consciousness and Cognition","22","4",,"1271","1284",,27,"10.1016/j.concog.2013.08.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883724343&doi=10.1016%2fj.concog.2013.08.011&partnerID=40&md5=f7715a1f31c4bce226e8abf157eb8c1d","Academic Press Inc.","24021855",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84883724343
"Zemack-Rugar Y., Corus C., Brinberg D.","23391522800;26653417100;56578258500;","The ""response-to-failure"" scale: Predicting behavior following initial self-control failure",2012,"Journal of Marketing Research","49","6",,"996","1014",,28,"10.1509/jmr.10.0510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870944359&doi=10.1509%2fjmr.10.0510&partnerID=40&md5=1f4199c579517f84d21de05b8572a91d",,,Article,"Final","",Scopus,2-s2.0-84870944359
"Carter E.C., McCullough M.E., Carver C.S.","54787468100;7101948673;7006828112;","The mediating role of monitoring in the association of religion with self-control",2012,"Social Psychological and Personality Science","3","6",,"691","697",,35,"10.1177/1948550612438925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867720680&doi=10.1177%2f1948550612438925&partnerID=40&md5=36c4e4045cf1f17ba6070978afae43a0",,,Article,"Final","",Scopus,2-s2.0-84867720680
"Rigoni D., Kühn S., Gaudino G., Sartori G., Brass M.","35316407500;57203215366;55208810400;7007044463;56231632100;","Reducing self-control by weakening belief in free will",2012,"Consciousness and Cognition","21","3",,"1482","1490",,71,"10.1016/j.concog.2012.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865355818&doi=10.1016%2fj.concog.2012.04.004&partnerID=40&md5=bef0d6a5d73226b5c429f4f9638c1c94",,"22579497",Article,"Final","",Scopus,2-s2.0-84865355818
"Uziel L.","16305445700;","Asymmetry in self-other agreement on attachment style among romantic partners",2012,"Journal of Research in Personality","46","2",,"223","226",,4,"10.1016/j.jrp.2011.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858007810&doi=10.1016%2fj.jrp.2011.12.001&partnerID=40&md5=ecc26b628d3a79f3f971b96392f5ede8",,,Article,"Final","",Scopus,2-s2.0-84858007810
"Joireman J., Strathman A., Balliet D.","6602142819;6602752963;24068367200;","Considering Future Consequences: An Integrative Model",2012,"Judgments Over Time: The Interplay of Thoughts, Feelings, and Behaviors",,,,"","",,7,"10.1093/acprof:oso/9780195177664.003.0006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921555839&doi=10.1093%2facprof%3aoso%2f9780195177664.003.0006&partnerID=40&md5=8cf8c2249e30031be39ac605286a618c","Oxford University Press",,Book Chapter,"Final","",Scopus,2-s2.0-84921555839
"Uziel L., Baumeister R.F.","16305445700;7102470609;","The Effect of Public Social Context on Self-Control: Depletion for Neuroticism and Restoration for Impression Management",2012,"Personality and Social Psychology Bulletin","38","3",,"384","396",,20,"10.1177/0146167211427310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857148396&doi=10.1177%2f0146167211427310&partnerID=40&md5=85c40589d327817791d114ccd34cb0d4",,"22143310",Article,"Final","",Scopus,2-s2.0-84857148396
"Uysal A., Knee C.R.","16032385500;7003922480;","Low trait self-control predicts self-handicapping",2012,"Journal of Personality","80","1",,"59","79",,11,"10.1111/j.1467-6494.2011.00715.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856182821&doi=10.1111%2fj.1467-6494.2011.00715.x&partnerID=40&md5=b8ebd8c255fbec2bcd109b8f35c235d0",,"21241304",Article,"Final","",Scopus,2-s2.0-84856182821
"Higgins E.T.","7102620086;","Beyond Pleasure and Pain: How Motivation Works",2012,"Beyond Pleasure and Pain: How Motivation Works",,,,"1","576",,276,"10.1093/acprof:oso/9780199765829.001.0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953828449&doi=10.1093%2facprof%3aoso%2f9780199765829.001.0001&partnerID=40&md5=96cc226d471ca5c73dd4fa8ddd0872e9","Oxford University Press",,Book,"Final","",Scopus,2-s2.0-77953828449
"Bertrams A., Dickhäuser O.","26321341500;6603563606;","Passionate thinkers feel better",2012,"Journal of Individual Differences","33","2",,"69","75",,14,"10.1027/1614-0001/a000081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860111856&doi=10.1027%2f1614-0001%2fa000081&partnerID=40&md5=0bb14b733ade72c4c6b5f44aae7201ad",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-84860111856
"Alison Phillips L., Chapman G.B.","51561089300;7202936562;","Consistent behavior development: Is a personal-rule or a deliberation-based strategy more effective?",2011,"Journal of General Psychology","138","4",,"243","259",,,"10.1080/00221309.2011.592872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855811721&doi=10.1080%2f00221309.2011.592872&partnerID=40&md5=fc10cd3cb59139bd653d3e9e5cafd00f",,"24836564",Article,"Final","",Scopus,2-s2.0-84855811721
"Balliet D., Li N.P., Joireman J.","24068367200;7403609227;6602142819;","Relating trait self-control and forgiveness within prosocials and proselfs: Compensatory versus synergistic models",2011,"Journal of Personality and Social Psychology","101","5",,"1090","1105",,41,"10.1037/a0024967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82855182210&doi=10.1037%2fa0024967&partnerID=40&md5=6d01695614a317830a4d545f9fc71830",,"21875230",Article,"Final","All Open Access, Green",Scopus,2-s2.0-82855182210
"Bertrams A., Unger A., Dickhäuser O.","26321341500;56524164500;6603563606;","Momentarily available self-control strength - Introduction of a measure and first findings from educational-psychological contexts [Originalartikel: Momentan verfügbare selbstkontrollkraft - vorstellung eines messinstruments und erste befunde aus pädagogischpsychologischen kontexten]",2011,"Zeitschrift fur Padagogische Psychologie","25","3",,"185","196",,52,"10.1024/1010-0652/a000042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052119360&doi=10.1024%2f1010-0652%2fa000042&partnerID=40&md5=0cad73382e7e8ce6311825851af66e45",,,Article,"Final","",Scopus,2-s2.0-80052119360
"Boals A., vanDellen M.R., Banks J.B.","25639639900;35293689700;35739752500;","The relationship between self-control and health: The mediating effect of avoidant coping",2011,"Psychology and Health","26","8",,"1049","1062",,66,"10.1080/08870446.2010.529139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052159825&doi=10.1080%2f08870446.2010.529139&partnerID=40&md5=86e16af6ead49e3041ad652505e5a26a",,"21598180",Article,"Final","",Scopus,2-s2.0-80052159825
"Tangney J.P., Stuewig J., Mashek D., Hastings M.","7004465389;8669208700;13405540500;23501542200;","Assessing jail inmates' proneness to shame and guilt: Feeling bad about the behavior or the self?",2011,"Criminal Justice and Behavior","38","7",,"710","734",,97,"10.1177/0093854811405762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958238226&doi=10.1177%2f0093854811405762&partnerID=40&md5=49d1e1aabbe7c56704a449af61803547",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-79958238226
"Wohl M.J.A., Thompson A.","7006650468;56318543100;","A dark side to self-forgiveness: Forgiving the self and its association with chronic unhealthy behaviour",2011,"British Journal of Social Psychology","50","2",,"354","364",,51,"10.1111/j.2044-8309.2010.02010.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955581555&doi=10.1111%2fj.2044-8309.2010.02010.x&partnerID=40&md5=4cf943dcc5459018e5ea8adc85c07728",,"21361984",Article,"Final","",Scopus,2-s2.0-79955581555
"Rigoni D., Kühn S., Sartori G., Brass M.","35316407500;57203215366;7007044463;56231632100;","Inducing disbelief in free will alters brain correlates of preconscious motor preparation: The brain minds whether we believe in free will or not",2011,"Psychological Science","22","5",,"613","618",,91,"10.1177/0956797611405680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955748582&doi=10.1177%2f0956797611405680&partnerID=40&md5=d2afedc778f5d67553c598aa998996ed",,"21515737",Article,"Final","",Scopus,2-s2.0-79955748582
"Churchill S., Jessop D.C.","35968496600;7004927308;","Reflective and non-reflective antecedents of health-related behaviour: Exploring the relative contributions of impulsivity and implicit self-control to the prediction of dietary behaviour",2011,"British Journal of Health Psychology","16","2",,"257","272",,31,"10.1348/135910710X498688","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954571033&doi=10.1348%2f135910710X498688&partnerID=40&md5=b0bf580849d627875afc2ad6db931d4b",,"21489055",Article,"Final","",Scopus,2-s2.0-79954571033
"Konrath S.H., O'Brien E.H., Hsing C.","6508345773;47461605200;47461219400;","Changes in dispositional empathy in American college students over time: A meta-analysis",2011,"Personality and Social Psychology Review","15","2",,"180","198",,498,"10.1177/1088868310377395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953659759&doi=10.1177%2f1088868310377395&partnerID=40&md5=50db6bd416b2b03694a6bbb43f81ae5a",,"20688954",Article,"Final","",Scopus,2-s2.0-79953659759
"Meyer M.L., Berkman E.T., Karremans J.C., Lieberman M.D.","24367215500;25958940400;6506884766;7202657295;","Incidental regulation of attraction: The neural basis of the derogation of attractive alternatives in romantic relationships",2011,"Cognition and Emotion","25","3",,"490","505",,33,"10.1080/02699931.2010.527494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952732843&doi=10.1080%2f02699931.2010.527494&partnerID=40&md5=6408c49aa3e8b16fcff441d96c7f369e",,"21432689",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79952732843
"Resch H.L., Lord C.G.","36987494500;7101632377;","Individual differences in using epistemic and teleologic strategies for deliberate self-persuasion",2011,"Personality and Individual Differences","50","5",,"615","620",,5,"10.1016/j.paid.2010.12.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551593082&doi=10.1016%2fj.paid.2010.12.005&partnerID=40&md5=ebfd2047eb64bd391484eda507d7de58",,,Article,"Final","",Scopus,2-s2.0-79551593082
"Ackerman R.A., Witt E.A., Donnellan M.B., Trzesniewski K.H., Robins R.W., Kashy D.A.","35093795700;24177896200;6701574316;6603332062;7201586069;7003988304;","What does the Narcissistic personality inventory really measure?",2011,"Assessment","18","1",,"67","87",,476,"10.1177/1073191110382845","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551646709&doi=10.1177%2f1073191110382845&partnerID=40&md5=99b2307029be3a0beb7f3717d3092061",,"20876550",Article,"Final","",Scopus,2-s2.0-79551646709
"Restubog S.L.D., Garcia P.R.J.M., Wang L., Cheng D.","13905925700;36109823000;57190027250;57220824230;","It's all about control: The role of self-control in buffering the effects of negative reciprocity beliefs and trait anger on workplace deviance",2010,"Journal of Research in Personality","44","5",,"655","660",,25,"10.1016/j.jrp.2010.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957317642&doi=10.1016%2fj.jrp.2010.06.007&partnerID=40&md5=baa002d0667b4b2a981e7a2e3236906f",,,Article,"Final","",Scopus,2-s2.0-77957317642
"Lynch Jr. J.G., Netemeyer R.G., Spiller S.A., Zammit A.","7403674894;7003309078;36020548900;14526228800;","A generalizable scale of propensity to plan: The long and the short of planning for time and for money",2010,"Journal of Consumer Research","37","1",,"108","128",,115,"10.1086/649907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952066374&doi=10.1086%2f649907&partnerID=40&md5=39b28f466fa123786211b31bee2b444f",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-77952066374
"Fujita K., Trope Y., Liberman N.","12787537400;7004477137;7003316730;","Seeing the Big Picture: A Construal Level Analysis of Self-Control",2010,"Self Control in Society, Mind, and Brain",,,,"","",,6,"10.1093/acprof:oso/9780195391381.003.0022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921258265&doi=10.1093%2facprof%3aoso%2f9780195391381.003.0022&partnerID=40&md5=2506ae0d51d28e11507818eb6edf72a6","Oxford University Press",,Book Chapter,"Final","",Scopus,2-s2.0-84921258265
"Uziel L.","16305445700;","Rethinking social desirability scales: From impression management to interpersonally oriented self-control",2010,"Perspectives on Psychological Science","5","3",,"243","262",,193,"10.1177/1745691610369465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649309447&doi=10.1177%2f1745691610369465&partnerID=40&md5=dd5d9beebf4eb20c0c1e8af7dd1361c4",,,Review,"Final","All Open Access, Green",Scopus,2-s2.0-78649309447
"Balliet D., Joireman J.","24068367200;6602142819;","Ego depletion reduces proselfs' concern with the well-being of others",2010,"Group Processes and Intergroup Relations","13","2",,"227","239",,39,"10.1177/1368430209353634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649323656&doi=10.1177%2f1368430209353634&partnerID=40&md5=0a789916e4391f5cce4d6fcaa36dc097",,,Article,"Final","",Scopus,2-s2.0-77649323656
"Hershberger P.J., Zryd T.W., Rodes M.B., Stolfi A.","7003782462;24282128000;35590697900;6701704080;","Professionalism: Self-control matters",2010,"Medical Teacher","32","1",,"e36","e41",,8,"10.3109/01421590903199676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76249091534&doi=10.3109%2f01421590903199676&partnerID=40&md5=775f0fb40c7fd3558a3d20646a43a498",,"20095765",Article,"Final","",Scopus,2-s2.0-76249091534
"Ricard-St-Aubin J.-S., Philippe F.L., Beaulieu-Pelletier G., Lecours S.","33167690600;23994013200;25930707000;11940138200;","French validation of the Differential Emotions Scale IV (DES-IV) [Validation francophone de l'Échelle des émotions différentielles IV (EED-IV)]",2010,"Revue europeenne de psychologie appliquee","60","1",,"41","53",,11,"10.1016/j.erap.2009.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649148050&doi=10.1016%2fj.erap.2009.05.001&partnerID=40&md5=cb4c98e3273875af71f296cd8528e900","Elsevier Masson SAS",,Article,"Final","",Scopus,2-s2.0-73649148050
"Schmeichel B.J., Vohs K.D.","6506692179;7004605055;","Self-Affirmation and Self-Control: Affirming Core Values Counteracts Ego Depletion",2009,"Journal of Personality and Social Psychology","96","4",,"770","782",,381,"10.1037/a0014635","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349126333&doi=10.1037%2fa0014635&partnerID=40&md5=926565ff2c0fc62666ba749ce29b9417",,"19309201",Article,"Final","",Scopus,2-s2.0-65349126333
"Bertrams A., Dickhäuser O.","26321341500;6603563606;","Measuring dispositional self-control capacity. A German adaptation of the short form of the Self-Control Scale (SCS-K-D) [Messung dispositioneller Selbstkontroll-Kapazität: Eine deutsche Adaptation der Kurzform der Self-Control Scale (SCS-K-D)]",2009,"Diagnostica","55","1",,"2","10",,152,"10.1026/0012-1924.55.1.2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849143707&doi=10.1026%2f0012-1924.55.1.2&partnerID=40&md5=d9a35cdee1bb149e00f2b3f129095d3d",,,Article,"Final","",Scopus,2-s2.0-61849143707
"Bertrams A., Dickhäuser O.","26321341500;6603563606;","High-school students' need for cognition, self-control capacity, and school achievement: Testing a mediation hypothesis",2009,"Learning and Individual Differences","19","1",,"135","138",,43,"10.1016/j.lindif.2008.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952741752&doi=10.1016%2fj.lindif.2008.06.005&partnerID=40&md5=ca938a827c24305dd038829cf30b38e1",,,Article,"Final","",Scopus,2-s2.0-77952741752
"DeWall C.N., Baumeister R.F., Vohs K.D.","6507380747;7102470609;7004605055;","Satiated With Belongingness? Effects of Acceptance, Rejection, and Task Framing on Self-Regulatory Performance",2008,"Journal of Personality and Social Psychology","95","6",,"1367","1382",,145,"10.1037/a0012632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57949114332&doi=10.1037%2fa0012632&partnerID=40&md5=61ea7c2df669cf806cd7c1c6e34ebe5a",,"19025289",Article,"Final","All Open Access, Green",Scopus,2-s2.0-57949114332
"Haws K.L., Poynor C.","25641448200;25641665000;","Seize the day! Encouraging indulgence for the hyperopic consumer",2008,"Journal of Consumer Research","35","4",,"680","691",,53,"10.1086/592129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55849120851&doi=10.1086%2f592129&partnerID=40&md5=13f308dbd0f0f56703fdae40721c691a",,,Article,"Final","",Scopus,2-s2.0-55849120851
"Ode S., Robinson M.D., Wilkowski B.M.","16040441500;7404467028;12646117500;","Can one's temper be cooled? A role for Agreeableness in moderating Neuroticism's influence on anger and aggression",2008,"Journal of Research in Personality","42","2",,"295","311",,39,"10.1016/j.jrp.2007.05.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41649110847&doi=10.1016%2fj.jrp.2007.05.007&partnerID=40&md5=0fab0981e572ed0ed349be3cabfb8daa",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-41649110847
"Sedikides C., Gregg A.P.","7003355759;7005734740;","Self-Enhancement: Food for Thought",2008,"Perspectives on Psychological Science","3","2",,"102","116",,449,"10.1111/j.1745-6916.2008.00068.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993767922&doi=10.1111%2fj.1745-6916.2008.00068.x&partnerID=40&md5=bff7919a9225bf3543fcbf59470ce227",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-84993767922
"Friese M., Hofmann W., Schmitt M.","12143724600;55612718000;55708809600;","When and why do implicit measures predict behaviour? Empirical evidence for the moderating role of opportunity, motivation, and process reliance",2008,"European Review of Social Psychology","19","1",,"285","338",,177,"10.1080/10463280802556958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930731520&doi=10.1080%2f10463280802556958&partnerID=40&md5=d3ab98b282136175cea09a031568a152","Taylor and Francis Inc.",,Article,"Final","",Scopus,2-s2.0-84930731520
"Dietz F., Hofer M., Fries S.","8950691300;8376595300;8950691000;","Individual values, learning routines and academic procrastination",2007,"British Journal of Educational Psychology","77","4",,"893","906",,56,"10.1348/000709906X169076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36749074881&doi=10.1348%2f000709906X169076&partnerID=40&md5=5d5e62817b67047b6b9133ec041fbdf7",,"17971288",Article,"Final","",Scopus,2-s2.0-36749074881
"Gailliot M.T., Baumeister R.F., Dewall C.N., Maner J.K., Plant E.A., Tice D.M., Brewer L.E., Schmeichel B.J.","11839125500;7102470609;6507380747;6602626645;6603906034;7006466844;15841474500;6506692179;","Self-control relies on glucose as a limited energy source: Willpower is more than a metaphor",2007,"Journal of Personality and Social Psychology","92","2",,"325","336",,765,"10.1037/0022-3514.92.2.325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846894336&doi=10.1037%2f0022-3514.92.2.325&partnerID=40&md5=34bb20bfeeca6c3dad05a7ea91c29059",,"17279852",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33846894336
"Tangney J.P., Boone A.L., Dearing R.","7004465389;8770274000;57204380648;","Forgiving the self: Conceptual issues and empirical findings",2007,"Handbook of Forgiveness",,,,"143","158",,86,"10.4324/9780203955673-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083255960&doi=10.4324%2f9780203955673-17&partnerID=40&md5=104d44a83460a09bb8a98cbed39d96ab","Taylor and Francis",,Book Chapter,"Final","",Scopus,2-s2.0-85083255960
"Li A., Bagger J.","36985142700;23487873900;","The Balanced Inventory of Desirable Responding (BIDR): A reliability generalization study",2007,"Educational and Psychological Measurement","67","3",,"525","544",,60,"10.1177/0013164406292087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248188163&doi=10.1177%2f0013164406292087&partnerID=40&md5=e428c8b85f847aba7926ee3081e9119b","SAGE Publications Inc.",,Article,"Final","",Scopus,2-s2.0-34248188163
"Forstmeier S., Uhlendorff H., Maercker A.","13406167100;6603492757;56059359000;","Assessment of resources in the elderly [Diagnostik von ressourcen im alter]",2005,"Zeitschrift fur Gerontopsychologie und -psychiatrie","18","4",,"227","257",,10,"10.1024/1011-6877.18.4.227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646451197&doi=10.1024%2f1011-6877.18.4.227&partnerID=40&md5=6d3d63492036b97752dea3de57bb7e10",,,Review,"Final","",Scopus,2-s2.0-33646451197
"Letzring T.D., Block J., Funder D.C.","14048836500;7201424464;7004664549;","Ego-control and ego-resiliency: Generalization of self-report scales based on personality descriptions from acquaintances, clinicians, and the self",2005,"Journal of Research in Personality","39","4",,"395","422",,164,"10.1016/j.jrp.2004.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23644449358&doi=10.1016%2fj.jrp.2004.06.003&partnerID=40&md5=8ffa1ffa8035c8fd7b8827e2cb575327",,,Article,"Final","",Scopus,2-s2.0-23644449358
"Ostovich J.M., Sabini J.","8592103200;6603744325;","How are sociosexuality, sex drive, and lifetime number of sexual partners related?",2004,"Personality and Social Psychology Bulletin","30","10",,"1255","1266",,95,"10.1177/0146167204264754","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644300524&doi=10.1177%2f0146167204264754&partnerID=40&md5=6ae5b2bbc25adfc5622e9000040b8f9a",,"15466599",Review,"Final","",Scopus,2-s2.0-4644300524
