"source","Doctype","Article.Title","Authors","Journal.Book","Year","search_string","DOI","URL","Title_cleaned"
"Google Scholar",NA,"Health-regulations to control COVID-19 in Spain: Compliance, agreement and related personal variables","I Redondo, N Galende, M Picaza…","I Redondo, N Galende, M Picaza… - Revista Argentina …, 2021 - revistaclinicapsicologica.com","2021","social desirability",NA,"https://www.revistaclinicapsicologica.com/data-cms/articles/20220201093604pmSSCI-706.pdf","healthregulationstocontrolcovidinspaincomplianceagreementandrelatedpersonalvariables"
"Google Scholar",NA,"Does self-control predict financial behavior and financial well-being?","C Strömbäck, T Lind, K Skagerlund, D Västfjäll…","C Strömbäck, T Lind, K Skagerlund, D Västfjäll… - Journal of Behavioral …, 2017 - Elsevier","2017","social desirability",NA,"https://www.sciencedirect.com/science/article/pii/S2214635017300291","doesselfcontrolpredictfinancialbehaviorandfinancialwellbeing"
"Google Scholar",NA,"Self-efficacy and self-control mediate the relationship between negative emotions and attitudes toward plagiarism","KW Fu, KS Tremayne","KW Fu, KS Tremayne - Journal of Academic Ethics, 2021 - Springer","2021","social desirability",NA,"https://link.springer.com/article/10.1007/s10805-021-09415-3","selfefficacyandselfcontrolmediatetherelationshipbetweennegativeemotionsandattitudestowardplagiarism"
"Google Scholar",NA,"Shame and guilt: relationships of test of self-conscious affect measures with psychological adjustment and gender differences in Iran","N Ghorbani, PJ Watson, M Salimian…","N Ghorbani, PJ Watson, M Salimian… - … An International Journal …, 2013 - dialnet.unirioja.es","2013","social desirability",NA,"https://dialnet.unirioja.es/servlet/articulo?codigo=5216073","shameandguiltrelationshipsoftestofselfconsciousaffectmeasureswithpsychologicaladjustmentandgenderdifferencesiniran"
"Google Scholar",NA,"Pathways to adolescents' flourishing: Linking self-control skills and positivity ratio through social support","H Orkibi, L Hamama, B Gavriel","H Orkibi, L Hamama, B Gavriel-Fried… - Youth & …, 2018 - journals.sagepub.com","2018","social desirability",NA,"https://journals.sagepub.com/doi/abs/10.1177/0044118x15581171","pathwaystoadolescentsflourishinglinkingselfcontrolskillsandpositivityratiothroughsocialsupport"
"Google Scholar",NA,"A pilot RCT of a values-based mindfulness group intervention with jail inmates: Evidence for reduction in post-release risk behavior","ET Malouf, K Youman, J Stuewig, EA Witt, JP Tangney","ET Malouf, K Youman, J Stuewig, EA Witt, JP Tangney - Mindfulness, 2017 - Springer","2017","social desirability",NA,"https://link.springer.com/article/10.1007/s12671-016-0636-3","apilotrctofavaluesbasedmindfulnessgroupinterventionwithjailinmatesevidenceforreductioninpostreleaseriskbehavior"
"Google Scholar",NA,"Comparison of psychological and social characteristics among traditional, cyber, combined bullies, and non-involved","M Kwak, I Oh","M Kwak, I Oh - School psychology international, 2017 - journals.sagepub.com","2017","social desirability",NA,"https://journals.sagepub.com/doi/abs/10.1177/0143034317729424","comparisonofpsychologicalandsocialcharacteristicsamongtraditionalcybercombinedbulliesandnoninvolved"
"Google Scholar",NA,"Can Allowance, Personal Budgeting and Self Control as Mediating Role Manage Compulsive Buying Behavior Among College Students?","AM Labito","AM Labito - International Journal of Social Sciences & …, 2017 - search.proquest.com","2017","social desirability",NA,"https://search.proquest.com/openview/3a801ca16bfffa914ac59b5e3d8b4d56/1?pq-origsite=gscholar&cbl=4672073","canallowancepersonalbudgetingandselfcontrolasmediatingrolemanagecompulsivebuyingbehavioramongcollegestudents"
"Google Scholar",NA,"Why are people honest? Internal and external motivations to report honestly","PR Murphy, M Wynes, TA Hahn…","PR Murphy, M Wynes, TA Hahn… - Contemporary …, 2020 - Wiley Online Library","2020","social desirability",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1111/1911-3846.12543","whyarepeoplehonestinternalandexternalmotivationstoreporthonestly"
"Google Scholar",NA,"Individual differences in executive function predict distinct eating behaviours","V Allom, B Mullan","V Allom, B Mullan - Appetite, 2014 - Elsevier","2014","social desirability",NA,"https://www.sciencedirect.com/science/article/pii/S0195666314002098","individualdifferencesinexecutivefunctionpredictdistincteatingbehaviours"
"Google Scholar",NA,"Why do good people do bad things? The effect of ethical ideology, guilt proneness, and self-control on consumer ethics","D Arli, C Leo","D Arli, C Leo - Asia Pacific Journal of Marketing and Logistics, 2017 - emerald.com","2017","social desirability",NA,"https://www.emerald.com/insight/content/doi/10.1108/APJML-11-2016-0218/full/html","whydogoodpeopledobadthingstheeffectofethicalideologyguiltpronenessandselfcontrolonconsumerethics"
"Google Scholar",NA,"Linking Self-Control to Voluntary Behaviors at Workplace: The Mediating Role of Job Satisfaction","YJ Wang, KY Chen, K Dou, YZ Liu","YJ Wang, KY Chen, K Dou, YZ Liu - Frontiers in psychology, 2021 - frontiersin.org","2021","social desirability",NA,"https://www.frontiersin.org/articles/10.3389/fpsyg.2021.530297/full","linkingselfcontroltovoluntarybehaviorsatworkplacethemediatingroleofjobsatisfaction"
"Google Scholar",NA,"Exploring Self-Regulation in Ego Depletion and Under Relationship Power Pressure: The Example of Young Females' Oral Sex Behaviour","E Sovetkina","E Sovetkina - J Brain Behav Cogn Sci, 2018 - researchgate.net","2018","social desirability",NA,"https://www.researchgate.net/profile/Elena-Sovetkina/publication/333149401_Exploring_Self-Regulation_in_Ego_Depletion_and_Under_Relationship_Power_Pressure_The_Example_of_Young_Females'_Oral_Sex_Behaviour/links/5cddcd43299bf14d959f6ef2/Exploring-Self-Regulation-in-Ego-Depletion-and-Under-Relationship-Power-Pressure-The-Example-of-Young-Females-Oral-Sex-Behaviour.pdf","exploringselfregulationinegodepletionandunderrelationshippowerpressuretheexampleofyoungfemalesoralsexbehaviour"
"Google Scholar",NA,"The role of interpersonal traits in social decision making: Exploring sources of behavioral heterogeneity in economic games","K Zhao, LD Smillie","K Zhao, LD Smillie - Personality and Social Psychology …, 2015 - journals.sagepub.com","2015","social desirability",NA,"https://journals.sagepub.com/doi/abs/10.1177/1088868314553709","theroleofinterpersonaltraitsinsocialdecisionmakingexploringsourcesofbehavioralheterogeneityineconomicgames"
"Google Scholar",NA,"Psychometric properties of the Swedish version of the Ego Resilience scale (ER) and a new shortened version of the Ego Undercontrol Scale (EUC)","M Isaksson, A Ghaderi, M Wolf","M Isaksson, A Ghaderi, M Wolf-Arehult, M Ramklint - Current Psychology, 2021 - Springer","2021","social desirability",NA,"https://link.springer.com/article/10.1007/s12144-018-0069-3","psychometricpropertiesoftheswedishversionoftheegoresiliencescaleerandanewshortenedversionoftheegoundercontrolscaleeuc"
"Google Scholar",NA,"Calorie labeling and fast food choices in surveys and actual markets: some new behavioral results","ML Loureiro, D Rahmani","ML Loureiro, D Rahmani - 2013 - ageconsearch.umn.edu","2013","social desirability",NA,"https://ageconsearch.umn.edu/record/150622/","calorielabelingandfastfoodchoicesinsurveysandactualmarketssomenewbehavioralresults"
"Google Scholar",NA,"Diversity and complexity of religion and spirituality in Iran: Relationships with self-compassion and self-forgiveness","N Ghorbani, PJ Watson, H Kashanaki…","N Ghorbani, PJ Watson, H Kashanaki… - … International Journal for …, 2017 - Taylor & Francis","2017","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/10508619.2017.1340100","diversityandcomplexityofreligionandspiritualityiniranrelationshipswithselfcompassionandselfforgiveness"
"Google Scholar",NA,"Interparental conflict, parent–adolescent attachment, and adolescent Internet addiction: The moderating role of adolescent self-control","C Wei, P Chen, M Xin, H Liu, C Yu…","C Wei, P Chen, M Xin, H Liu, C Yu… - Social Behavior and …, 2020 - ingentaconnect.com","2020","social desirability",NA,"https://www.ingentaconnect.com/content/sbp/sbp/2020/00000048/00000009/art00010","interparentalconflictparentadolescentattachmentandadolescentinternetaddictionthemoderatingroleofadolescentselfcontrol"
"Google Scholar",NA,"Perceiving college peers' alcohol consumption: temporal patterns and individual differences in overestimation","H Giese, FM Stok, B Renner","H Giese, FM Stok, B Renner - Psychology & health, 2019 - Taylor & Francis","2019","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/08870446.2018.1514118","perceivingcollegepeersalcoholconsumptiontemporalpatternsandindividualdifferencesinoverestimation"
"Google Scholar",NA,"Attitudes and understanding are only part of the story: self-control, age and self-imposed pressure predict plagiarism over and above perceptions of seriousness and …","K Tremayne, GJ Curtis","K Tremayne, GJ Curtis - Assessment & Evaluation in Higher …, 2021 - Taylor & Francis","2021","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/02602938.2020.1764907","attitudesandunderstandingareonlypartofthestoryselfcontrolageandselfimposedpressurepredictplagiarismoverandaboveperceptionsofseriousnessand"
"Google Scholar",NA,"Differential impact of a Dutch alcohol prevention program targeting adolescents and parents separately and simultaneously: Low self-control and lenient …","IM Koning, JEE Verdurmen, RCME Engels…","IM Koning, JEE Verdurmen, RCME Engels… - Prevention …, 2012 - Springer","2012","social desirability",NA,"https://link.springer.com/article/10.1007/s11121-011-0267-9","differentialimpactofadutchalcoholpreventionprogramtargetingadolescentsandparentsseparatelyandsimultaneouslylowselfcontrolandlenient"
"Google Scholar",NA,"Social stress, economic hardship, and psychological distress as predictors of sustained abstinence from substance use after treatment","EA Wahler, MD Otis","EA Wahler, MD Otis - Substance use & misuse, 2014 - Taylor & Francis","2014","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.3109/10826084.2014.935789","socialstresseconomichardshipandpsychologicaldistressaspredictorsofsustainedabstinencefromsubstanceuseaftertreatment"
"Google Scholar",NA,"PERAN SELF CONTROL TERHADAP PERILAKU AGGRESSIVE DRIVING PENGGUNA SEPEDA MOTOR","M KURNIAWAN, IP Nugroho, A Purnamasari","M KURNIAWAN, IP Nugroho, A Purnamasari - 2020 - repository.unsri.ac.id","2020","social desirability",NA,"https://repository.unsri.ac.id/30990/","peranselfcontrolterhadapperilakuaggressivedrivingpenggunasepedamotor"
"Google Scholar",NA,"Physical activity automaticity, intention, and trait self-control as predictors of physical activity behavior–a dual-process perspective","I Pfeffer, T Strobach","I Pfeffer, T Strobach - Psychology, Health & Medicine, 2020 - Taylor & Francis","2020","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/13548506.2020.1842472","physicalactivityautomaticityintentionandtraitselfcontrolaspredictorsofphysicalactivitybehavioradualprocessperspective"
"Google Scholar",NA,"A preregistered test of competing theories to explain ego depletion effects using psychophysiological indicators of mental effort.","K Gieseler, DD Loschelder, V Job, M Friese","K Gieseler, DD Loschelder, V Job, M Friese - Motivation Science, 2021 - psycnet.apa.org","2021","social desirability",NA,"https://psycnet.apa.org/journals/mot/7/1/32/","apreregisteredtestofcompetingtheoriestoexplainegodepletioneffectsusingpsychophysiologicalindicatorsofmentaleffort"
"Google Scholar",NA,"Do Moral Communicators Make Better Listeners? Personality, Virtue and Receiver Apprehension as Predictors of Active Empathetic-Listening","W Strom","W Strom - International Journal of Listening, 2021 - Taylor & Francis","2021","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/10904018.2019.1705160","domoralcommunicatorsmakebetterlistenerspersonalityvirtueandreceiverapprehensionaspredictorsofactiveempatheticlistening"
"Google Scholar",NA,"Life Goals Increase Self-regulation among Male Patients with Alcohol Use Disorder","SD Won, IY Kim","SD Won, IY Kim - Substance Use & Misuse, 2018 - Taylor & Francis","2018","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/10826084.2018.1424912","lifegoalsincreaseselfregulationamongmalepatientswithalcoholusedisorder"
"Google Scholar",NA,"'I deserve a treat!': Justifications for indulgence undermine the translation of intentions into action","C Taylor, TL Webb, P Sheeran","C Taylor, TL Webb, P Sheeran - British Journal of Social …, 2014 - Wiley Online Library","2014","social desirability",NA,"https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/bjso.12043","ideserveatreatjustificationsforindulgenceunderminethetranslationofintentionsintoaction"
"Google Scholar",NA,"Ego-control and ego-resiliency: Generalization of self-report scales based on personality descriptions from acquaintances, clinicians, and the self","TD Letzring, J Block, DC Funder","TD Letzring, J Block, DC Funder - Journal of research in personality, 2005 - Elsevier","2005","social desirability",NA,"https://www.sciencedirect.com/science/article/pii/S0092656604000388","egocontrolandegoresiliencygeneralizationofselfreportscalesbasedonpersonalitydescriptionsfromacquaintancescliniciansandtheself"
"Google Scholar",NA,"Associations between personality traits and patterns of HIV risk behaviors among young men who have sex with men in China","W Wang, Y Yang, MO Kelifa, S Li, Y Cao…","W Wang, Y Yang, MO Kelifa, S Li, Y Cao… - AIDS Research and …, 2020 - liebertpub.com","2020","social desirability",NA,"https://www.liebertpub.com/doi/abs/10.1089/aid.2019.0291","associationsbetweenpersonalitytraitsandpatternsofhivriskbehaviorsamongyoungmenwhohavesexwithmeninchina"
"Google Scholar",NA,"Substance use and crime: Characteristics of victim and offender roles in a longitudinal study of patients entering substance use treatment","I Skjærvø","I Skjærvø - 2018 - duo.uio.no","2018","social desirability",NA,"https://www.duo.uio.no/handle/10852/66352","substanceuseandcrimecharacteristicsofvictimandoffenderrolesinalongitudinalstudyofpatientsenteringsubstanceusetreatment"
"Google Scholar",NA,"The Relationship of Risk Perceptions and Risk-Taking with Humor Styles: Mediating Role of Self-Control","M Amania, M Mansuria","M Amania, M Mansuria - Journal of …, 2020 - ec2-18-184-16-47.eu-central-1 …",NA,"social desirability",NA,"https://ec2-18-184-16-47.eu-central-1.compute.amazonaws.com/index.php/SBRH/article/view/2824","therelationshipofriskperceptionsandrisktakingwithhumorstylesmediatingroleofselfcontrol"
"Google Scholar",NA,"Validity and reliability of the Self-Report Delinquency among a sample of at-risk youths","P Pechorro, R Lima, MR Simões…","P Pechorro, R Lima, MR Simões… - The Journal of Forensic …, 2019 - Taylor & Francis","2019","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/14789949.2018.1439991","validityandreliabilityoftheselfreportdelinquencyamongasampleofatriskyouths"
"Google Scholar",NA,"Pathological gaming in South Korean adolescents from the perspectives of self-esteem and self-control","EJ Jeong, D Lee, SJ Lee, J Kong","EJ Jeong, D Lee, SJ Lee, J Kong - Social Behavior and …, 2021 - ingentaconnect.com","2021","social desirability",NA,"https://www.ingentaconnect.com/content/sbp/sbp/2021/00000049/00000003/art00003","pathologicalgaminginsouthkoreanadolescentsfromtheperspectivesofselfesteemandselfcontrol"
"Google Scholar",NA,"Hedonic orientation: An individual difference variable","ZH Frigan","ZH Frigan - 2007 - spectrum.library.concordia.ca","2007","social desirability",NA,"https://spectrum.library.concordia.ca/id/eprint/975243/","hedonicorientationanindividualdifferencevariable"
"Google Scholar",NA,"Unraveling the complexities of empathy research: A multi-level model of empathy in organizations","GF Burch, AA Bennett, RH Humphrey…","GF Burch, AA Bennett, RH Humphrey… - Emotions and …, 2016 - emerald.com","2016","social desirability",NA,"https://www.emerald.com/insight/content/doi/10.1108/S1746-979120160000012006","unravelingthecomplexitiesofempathyresearchamultilevelmodelofempathyinorganizations"
"Google Scholar",NA,"Varieties of self-control and their personality correlates","RH Hoyle, EK Davisson","RH Hoyle, EK Davisson - Handbook of self-regulation …, 2016 - books.google.com","2016","social desirability",NA,"https://books.google.com/books?hl=en&lr=&id=Q24sDwAAQBAJ&oi=fnd&pg=PA396&dq=%22social+desirability%22&ots=mFSJxu85q_&sig=HMdrp-Gubr_YBU27scVhBu1SqaQ","varietiesofselfcontrolandtheirpersonalitycorrelates"
"Google Scholar",NA,"Taking stock of self-control: A meta-analysis of how trait self-control relates to a wide range of behaviors","DTD De Ridder, G Lensvelt","DTD De Ridder, G Lensvelt-Mulders… - Personality and …, 2012 - journals.sagepub.com","2012","social desirability",NA,"https://journals.sagepub.com/doi/abs/10.1177/1088868311418749","takingstockofselfcontrolametaanalysisofhowtraitselfcontrolrelatestoawiderangeofbehaviors"
"Google Scholar",NA,"Uncovering the link between self-control, age, and psychological maladjustment among Spanish adolescents and young adults","A Oliva, L Antolín","A Oliva, L Antolín-Suárez… - Psychosocial …, 2019 - journals.copmadrid.org","2019","social desirability",NA,"https://journals.copmadrid.org/pi/art/pi2019a1","uncoveringthelinkbetweenselfcontrolageandpsychologicalmaladjustmentamongspanishadolescentsandyoungadults"
"Google Scholar",NA,"Integrity, self-control, and the impact of ego depletion on counterproductive behavior","JD Bazzy","JD Bazzy - 2012 - trace.tennessee.edu","2012","social desirability",NA,"https://trace.tennessee.edu/utk_graddiss/1265/","integrityselfcontrolandtheimpactofegodepletiononcounterproductivebehavior"
"Google Scholar",NA,"Promoting graded exercise as a part of multimodal treatment in patients diagnosed with stress‐related exhaustion","M Gerber, IH Jonsdottir, E Arvidson…","M Gerber, IH Jonsdottir, E Arvidson… - Journal of Clinical …, 2015 - Wiley Online Library","2015","social desirability",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jocn.12820","promotinggradedexerciseasapartofmultimodaltreatmentinpatientsdiagnosedwithstressrelatedexhaustion"
"Google Scholar",NA,"Influence of parental neglect on cyberbullying perpetration: Moderated mediation model of smartphone addiction and self‐regulation","Z Wang, S Jiang","Z Wang, S Jiang - Health & Social Care in the Community, 2022 - Wiley Online Library","2022","social desirability",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1111/hsc.13787","influenceofparentalneglectoncyberbullyingperpetrationmoderatedmediationmodelofsmartphoneaddictionandselfregulation"
"Google Scholar",NA,"Risk and protective factors of child-to-parent violence: A comparison between physical and verbal aggression","L Beckmann, MC Bergmann…","L Beckmann, MC Bergmann… - Journal of …, 2021 - journals.sagepub.com","2021","social desirability",NA,"https://journals.sagepub.com/doi/abs/10.1177/0886260517746129","riskandprotectivefactorsofchildtoparentviolenceacomparisonbetweenphysicalandverbalaggression"
"Google Scholar",NA,"Effects of grit on the academic success of adult female students at Korean Open University","MH Hwang, HJ Lim, HS Ha","MH Hwang, HJ Lim, HS Ha - Psychological reports, 2018 - journals.sagepub.com","2018","social desirability",NA,"https://journals.sagepub.com/doi/abs/10.1177/0033294117734834","effectsofgritontheacademicsuccessofadultfemalestudentsatkoreanopenuniversity"
"Google Scholar",NA,"An investigation of the mechanism underlying teacher aggression: Testing I3 theory and the General Aggression Model","P Montuoro, T Mainhard","P Montuoro, T Mainhard - British journal of educational …, 2017 - Wiley Online Library","2017","social desirability",NA,"https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/bjep.12161","aninvestigationofthemechanismunderlyingteacheraggressiontestingitheoryandthegeneralaggressionmodel"
"Google Scholar",NA,"Video-On-Demand (VoD) Watching and Feelings of Guilt. An Experience Sampling Study","A Kühn","A Kühn - 2021 - essay.utwente.nl","2021","social desirability",NA,"http://essay.utwente.nl/85980/","videoondemandvodwatchingandfeelingsofguiltanexperiencesamplingstudy"
"Google Scholar",NA,"Slacking off or winding down? An experience sampling study on the drivers and consequences of media use for recovery versus procrastination","L Reinecke, W Hofmann","L Reinecke, W Hofmann - Human Communication Research, 2016 - academic.oup.com","2016","social desirability",NA,"https://academic.oup.com/hcr/article-abstract/42/3/441/4064735","slackingofforwindingdownanexperiencesamplingstudyonthedriversandconsequencesofmediauseforrecoveryversusprocrastination"
"Google Scholar",NA,"The revising of the Tangney Self‐control Scale for Chinese students","A Unger, C Bi, YY Xiao, O Ybarra","A Unger, C Bi, YY Xiao, O Ybarra - PsyCh journal, 2016 - Wiley Online Library","2016","social desirability",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1002/pchj.128","therevisingofthetangneyselfcontrolscaleforchinesestudents"
"Google Scholar",NA,"Psychopathic subtypes and associations with mental health problems in an incarcerated sample of adolescent boys","VC Veen, H Andershed, GWJM Stevens…","VC Veen, H Andershed, GWJM Stevens… - … Journal of Forensic …, 2011 - Taylor & Francis","2011","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/14999013.2011.629714","psychopathicsubtypesandassociationswithmentalhealthproblemsinanincarceratedsampleofadolescentboys"
"Google Scholar",NA,"Modeling the association between lifecourse socioeconomic disadvantage and systemic inflammation in healthy adults: The role of self-control.","CE Hostinar, KM Ross, E Chen, GE Miller","CE Hostinar, KM Ross, E Chen, GE Miller - Health Psychology, 2015 - psycnet.apa.org","2015","social desirability",NA,"https://psycnet.apa.org/journals/hea/34/6/580/","modelingtheassociationbetweenlifecoursesocioeconomicdisadvantageandsystemicinflammationinhealthyadultstheroleofselfcontrol"
"Google Scholar",NA,"The predictive ability of self-control and differential association on sports fans' decision to engage in cyber bullying perpetration against rivals","SMS Shadmanfaat, CJM Howell…","SMS Shadmanfaat, CJM Howell… - … Journal of Cyber …, 2018 - digitalcommons.usf.edu","2018","social desirability",NA,"https://digitalcommons.usf.edu/cjp_facpub/8/","thepredictiveabilityofselfcontrolanddifferentialassociationonsportsfansdecisiontoengageincyberbullyingperpetrationagainstrivals"
"Google Scholar",NA,"The interpersonal context of depression and violent behavior: A social psychological interpretation","MT Berg, EM Rogers, W Liu, EA Mumford…","MT Berg, EM Rogers, W Liu, EA Mumford… - Aggressive …, 2019 - Wiley Online Library","2019","social desirability",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1002/ab.21832","theinterpersonalcontextofdepressionandviolentbehaviorasocialpsychologicalinterpretation"
"Google Scholar",NA,"Relational aggressiveness in adolescence: Relations with emotional awareness and self-control","M Moroń, A Doktor, K Glinka","M Moroń, A Doktor, K Glinka - Social Psychological Bulletin, 2018 - spb.psychopen.eu","2018","social desirability",NA,"https://spb.psychopen.eu/index.php/spb/article/view/2489","relationalaggressivenessinadolescencerelationswithemotionalawarenessandselfcontrol"
"Google Scholar",NA,"The Temporal Ordering of Motivation and Self-Control: A Cross-Lagged Effects Model","G Jordalen, PN Lemyre…","G Jordalen, PN Lemyre… - Journal of Sport …, 2020 - journals.humankinetics.com","2020","social desirability",NA,"https://journals.humankinetics.com/view/journals/jsep/42/2/article-p102.xml?utm_source=TrendMD&utm_medium=cpc&utm_campaign=Journal_of_Sport_and_Exercise_Psychology_TrendMD_0","thetemporalorderingofmotivationandselfcontrolacrosslaggedeffectsmodel"
"Google Scholar",NA,"Two minds, three ways: dual system and dual process models in consumer psychology","A Samson, BG Voyer","A Samson, BG Voyer - AMS review, 2012 - Springer","2012","social desirability",NA,"https://link.springer.com/article/10.1007/s13162-012-0030-9","twomindsthreewaysdualsystemanddualprocessmodelsinconsumerpsychology"
"Google Scholar",NA,"Relationships among normative beliefs about aggression, moral disengagement, self-control and bullying in adolescents: a moderated mediation model","H Jiang, H Liang, H Zhou, B Zhang","H Jiang, H Liang, H Zhou, B Zhang - Psychology research and …, 2022 - ncbi.nlm.nih.gov","2022","social desirability",NA,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8800860/","relationshipsamongnormativebeliefsaboutaggressionmoraldisengagementselfcontrolandbullyinginadolescentsamoderatedmediationmodel"
"Google Scholar",NA,"Freeing or freezing decisions? Belief in free will and indecisiveness","MD Kokkoris, RF Baumeister, U Kühnen","MD Kokkoris, RF Baumeister, U Kühnen - Organizational Behavior and …, 2019 - Elsevier","2019","social desirability",NA,"https://www.sciencedirect.com/science/article/pii/S0749597818308276","freeingorfreezingdecisionsbeliefinfreewillandindecisiveness"
"Google Scholar",NA,"Daily associations between alcohol consumption and dating violence perpetration among men and women: Effects of self-regulation","CA Stappenbeck, NK Gulati, K Fromme","CA Stappenbeck, NK Gulati, K Fromme - Journal of studies on alcohol and …, 2016 - jsad.com","2016","social desirability",NA,"https://www.jsad.com/doi/abs/10.15288/jsad.2016.77.150","dailyassociationsbetweenalcoholconsumptionanddatingviolenceperpetrationamongmenandwomeneffectsofselfregulation"
"Google Scholar",NA,"Examining the relationship between student attitude and academic cheating","H Yu, PL Glanzer, BR Johnson","H Yu, PL Glanzer, BR Johnson - Ethics & Behavior, 2021 - Taylor & Francis","2021","social desirability",NA,"https://www.tandfonline.com/doi/abs/10.1080/10508422.2020.1817746","examiningtherelationshipbetweenstudentattitudeandacademiccheating"
"Google Scholar",NA,"Predictors of nonsuicidal self-injury: the independent contribution of benign masochism and antisocial personality","T Greitemeyer, C Sagioglou","T Greitemeyer, C Sagioglou - Personality and individual differences, 2021 - Elsevier","2021","social desirability",NA,"https://www.sciencedirect.com/science/article/pii/S0191886920305717","predictorsofnonsuicidalselfinjurytheindependentcontributionofbenignmasochismandantisocialpersonality"
"Google Scholar",NA,"Smartphone addiction and employee productivity: The role of self-control","OA Popoola, SO Atiri","OA Popoola, SO Atiri - Journal of Professional Counselling …, 2021 - journals.aphriapub.com","2021","social desirability",NA,"https://journals.aphriapub.com/index.php/JPCPR/article/view/1213","smartphoneaddictionandemployeeproductivitytheroleofselfcontrol"
"Google Scholar",NA,"Helicopter parenting, self-control, and school burnout among emerging adults","H Love, RW May, M Cui, FD Fincham","H Love, RW May, M Cui, FD Fincham - Journal of Child and Family Studies, 2020 - Springer","2020","social desirability",NA,"https://link.springer.com/article/10.1007/s10826-019-01560-z","helicopterparentingselfcontrolandschoolburnoutamongemergingadults"
"Google Scholar",NA,"Reward, Impulsivity and Parental Self-control as Antecedents of Self-control in Children","MN TURIUC, S Pojoga","MN TURIUC, S Pojoga - Annals of AII Cuza University. Psychology …, 2018 - psih.uaic.ro","2018","social desirability",NA,"https://www.psih.uaic.ro/anale-psih/wp-content/uploads/sites/10/2021/01/Reward-impulsivity-and-parental-self-control-as-antecedents-of.pdf","rewardimpulsivityandparentalselfcontrolasantecedentsofselfcontrolinchildren"
"Google Scholar",NA,"Regular exercise participation and volitional competencies.","PM Kopp, V Senner, P Gröpel","PM Kopp, V Senner, P Gröpel - Sport, Exercise, and Performance …, 2020 - psycnet.apa.org","2020","social desirability",NA,"https://psycnet.apa.org/journals/spy/9/2/232/","regularexerciseparticipationandvolitionalcompetencies"
"Google Scholar",NA,"On the importance of self-control strength for regular physical activity","E Finne, C Englert, D Jekauc","E Finne, C Englert, D Jekauc - Psychology of sport and exercise, 2019 - Elsevier","2019","social desirability",NA,"https://www.sciencedirect.com/science/article/pii/S1469029218305545","ontheimportanceofselfcontrolstrengthforregularphysicalactivity"
"Google Scholar",NA,"The social anatomy of adverse childhood experiences and aggression in a representative sample of young adults in the US","EA Mumford, BG Taylor, M Berg, W Liu, N Miesfeld","EA Mumford, BG Taylor, M Berg, W Liu, N Miesfeld - Child abuse & neglect, 2019 - Elsevier","2019","social desirability",NA,"https://www.sciencedirect.com/science/article/pii/S0145213418304046","thesocialanatomyofadversechildhoodexperiencesandaggressioninarepresentativesampleofyoungadultsintheus"
"Google Scholar",NA,"Grit as a Determinant of Success in the Teacher Recruitment Examination","R Sakurai, T Watanabe","R Sakurai, T Watanabe - 2020 9th International Congress on …, 2020 - ieeexplore.ieee.org",NA,"social desirability",NA,"https://ieeexplore.ieee.org/abstract/document/9430414/","gritasadeterminantofsuccessintheteacherrecruitmentexamination"
"Google Scholar",NA,"The roles of anxious rearing, negative affect, and effortful control in a model of risk for child perfectionism","NW Affrunti, J Woodruff","NW Affrunti, J Woodruff-Borden - Journal of Child and Family Studies, 2017 - Springer","2017","social desirability",NA,"https://link.springer.com/article/10.1007/s10826-017-0767-8","therolesofanxiousrearingnegativeaffectandeffortfulcontrolinamodelofriskforchildperfectionism"
"Google Scholar",NA,"Religious fundamentalism in Iran: Religious and psychological adjustment within a Muslim cultural context","N Ghorbani, ZJ Chen, F Rabiee…","N Ghorbani, ZJ Chen, F Rabiee… - Archive for the …, 2019 - journals.sagepub.com","2019","social desirability",NA,"https://journals.sagepub.com/doi/abs/10.1177/0084672419878832","religiousfundamentalisminiranreligiousandpsychologicaladjustmentwithinamuslimculturalcontext"
"Google Scholar",NA,"The relationship between grit and academic, military and physical performance at the United States Military Academy","EF Buller","EF Buller - 2012 - kuscholarworks.ku.edu","2012","social desirability",NA,"https://kuscholarworks.ku.edu/handle/1808/15084","therelationshipbetweengritandacademicmilitaryandphysicalperformanceattheunitedstatesmilitaryacademy"
