Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Self-control relies on glucose as a limited energy source: Willpower is more than a metaphor.","Gailliot, Matthew T.; Baumeister, Roy F.; DeWall, C. Nathan; Maner, Jon K.; Plant, E. Ashby; Tice, Dianne M.; Brewer, Lauren E.; Schmeichel, Brandon J.","Journal of Personality and Social Psychology",="00223514",,="20070201","92","2","325","12","2007-00654-010","10.1037/0022-3514.92.2.325","American Psychological Association","Journal Article","Glucose; Self-Control; Self-Regulation; Attention; Blood Sugar; Emotions; Prejudice; Adulthood (18 yrs & older); Male; Female",,"The present work suggests that self-control relies on glucose as a limited energy source. Laboratory tests of self-control (i.e., the Stroop task, thought suppression, emotion regulation, attention control) and of social behaviors (i.e., helping behavior, coping with thoughts of death, stifling prejudice during an interracial interaction) showed that (a) acts of self-control reduced blood glucose levels, (b) low levels of blood glucose after an initial self-control task predicted poor performance on a subsequent self-control task, and (c) initial acts of self-control impaired performance on subsequent self-control tasks, but consuming a glucose drink eliminated these impairments. Self-control requires a certain amount of glucose to operate unimpaired. A single act of self-control causes glucose to drop below optimal levels, thereby impairing subsequent attempts at self-control. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2007-00654-010&site=ehost-live&scope=site"
"Self-regulating the effortful 'social dos'.","Cortes, Kassandra; Kammrath, Lara K.; Scholer, Abigail A.; Peetz, Johanna","Journal of Personality and Social Psychology",="00223514",,="20140301","106","3","380","18","2013-45447-001","10.1037/a0035188","American Psychological Association","Journal Article","Agreeableness; Self-Control; Self-Regulation; Social Behavior; Interpersonal Relationships; Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",,"In the current research, we explored differences in the self-regulation of the personal dos (i.e., engaging in active and effortful behaviors that benefit the self) and in the self-regulation of the social dos (engaging in those same effortful behaviors to benefit someone else). In 6 studies, we examined whether the same trait self-control abilities that predict task persistence on personal dos would also predict task persistence on social dos. That is, would the same behavior, such as persisting through a tedious and attentionally demanding task, show different associations with trait self-control when it is framed as benefitting the self versus someone else? In Studies 1–3, we directly compared the personal and social dos and found that trait self-control predicted self-reported and behavioral personal dos but not social dos, even when the behaviors were identical and when the incentives were matched. Instead, trait agreeableness—a trait linked to successful self-regulation within the social domain—predicted the social dos. Trait self-control did not predict the social dos even when task difficulty increased (Study 4), but it did predict the social don’ts, consistent with past research (Studies 5–6). The current studies provide support for the importance of distinguishing different domains of self-regulated behaviors and suggest that social dos can be successfully performed through routes other than traditional self-control abilities. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2013-45447-001&site=ehost-live&scope=site"
"Self-regulatory processes defend against the threat of death: Effects of self-control depletion and trait self-control on thoughts and fears of dying.","Gailliot, Matthew T.; Schmeichel, Brandon J.; Baumeister, Roy F.","Journal of Personality and Social Psychology",="00223514",,="20060701","91","1","49","14","2006-08705-004","10.1037/0022-3514.91.1.49","American Psychological Association","Journal Article","Death and Dying; Death Anxiety; Self-Control; Self-Regulation; Fear; Thought Suppression; Adulthood (18 yrs & older); Male; Female",,"Nine studies (N = 979) demonstrated that managing the threat of death requires self-regulation. Both trait and state self-control ability moderated the degree to which people experienced death-related thought and anxiety. Participants high (vs. low) in self-control generated fewer death-related thoughts after being primed with death, reported less death anxiety, were less likely to perceive death-related themes in ambiguous scenes, and reacted with less worldview defense when mortality was made salient. Further, coping with thoughts of death led to self-regulatory fatigue. After writing about death versus a control topic, participants performed worse on several measures of self-regulation that were irrelevant to death. These results suggest that self-regulation is a key intrapsychic mechanism for alleviating troublesome thoughts and feelings about mortality. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2006-08705-004&site=ehost-live&scope=site"
"Taking the long view: Implications of individual differences in temporal distancing for affect, stress reactivity, and well-being.","Bruehlman-Senecal, Emma; Ayduk, Özlem; John, Oliver P.","Journal of Personality and Social Psychology",="00223514",,="20161001","111","4","610","26","2016-33915-001","10.1037/pspp0000103","American Psychological Association","Journal Article","Experiences (Events); Individual Differences; Questionnaires; Test Construction; Psychological Distance; Cognitive Appraisal; Emotional Regulation; Stress; Test Reliability; Time Perspective; Well Being; Adulthood (18 yrs & older); Male; Female",,"Recent experimental work demonstrates that temporal distancing from negative experiences reduces distress. Yet two central questions remain: (a) do people differ in the habitual tendency to temporally distance from negative experiences, and if so (b) what implications does this tendency have for well-being? Seven studies explored these questions. Study 1 describes the construction and reliability of the Temporal Distancing Questionnaire, a new measure of individual differences in the tendency to place negative experiences into a broader future time perspective. Study 2 establishes a nomological network around this construct, examining the relationship of temporal distancing to other theoretically related constructs. Study 3 tests whether people high in temporal distancing (i.e., 'high temporal distancers') experience greater concurrent well-being, including greater positive affect and life satisfaction and lesser negative affect, worry, and depressive symptoms. Study 4 examines whether temporal distancing predicts well-being measured at the daily level, and across time. Finally, Studies 5a–5c explore a key way in which temporal distancing may support psychological well-being—by facilitating more adaptive responses to negative experiences. Our results demonstrate that the tendency to temporally distance from negative experiences predicts a more positive profile of affective experiences and stress-reactivity that may support immediate and longer-term well-being. Moreover, many of these findings remained significant when controlling for general reappraisal tendencies. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2016-33915-001&site=ehost-live&scope=site"
"The erosive effects of racism: Reduced self-control mediates the relation between perceived racial discrimination and substance use in African American adolescents.","Gibbons, Frederick X.; O'Hara, Ross E.; Stock, Michelle L.; Gerrard, Meg; Weng, Chih-Yuan; Wills, Thomas A.","Journal of Personality and Social Psychology",="00223514",,="20120501","102","5","1089","16","2012-05828-001","10.1037/a0027404","American Psychological Association","Journal Article","Blacks; Drug Usage; Race and Ethnic Discrimination; Racism; Adolescent Development; Anger; Cognition; Self-Control; Childhood (birth-12 yrs); School Age (6-12 yrs); Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Male; Female",,"Perceived racial discrimination, self-control, anger, and either substance use or use cognitions were assessed in 2 studies conducted with samples of African American adolescents. The primary goal was to examine the relation between discrimination and self-control over time; a 2nd goal was to determine whether that relation mediates the link between discrimination and substance use found in previous research. Study 1, which included a latent growth curve analysis with 3 waves of data, indicated that experience with discrimination (from age 10 years to age 18 years) was associated with reduced self-control, which then predicted increased substance use. Additional analyses indicated anger was also a mediator of this discrimination to use relation. Study 2, which was experimental, showed that envisioning an experience involving discrimination was associated with an increase in substance-related responses to double entendre words (e.g., pot, roach) in a word association task, especially for participants who were low in dispositional self-control. The effect was again mediated by reports of anger. Thus, the 'double mediation' pattern was discrimination → more anger and reduced self-control → increased substance use and/or substance cognitions. Results are discussed in terms of the long-term impact of discrimination on self-control and health behavior. Implications for interventions aimed at ameliorating the negative effects of discrimination and low self-control on health are also discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2012-05828-001&site=ehost-live&scope=site"
"The MASC: A novel multidimensional measure of self-control.","Papova, Anna; Corbin, William R.","Motivation Science",="23338113",,="20201201","6","4","346","13","2020-02046-001","10.1037/mot0000163","Educational Publishing Foundation","Journal Article","Measurement; Motivation; Self-Control; Test Construction; Test Scores; Extrinsic Motivation; Intrinsic Motivation; Test Reliability; Test Validity; Adulthood (18 yrs & older); Male; Female",,"The current study seeks to create a brief survey measure of self-control that differentiates perceived capacity from internal and external motivation. Items were adapted from the Brief Self-Control Scale (BSCS; Tangney, Baumeister, & Boone, 2004) and administered through 2 online surveys to 347 students and 1 online survey to 192 participants from Amazon Mechanical Turk. The Multidimensional Assessment of Self-Control showed strong evidence for the reliability of test scores and the validity of the interpretation of test scores. Exploratory and confirmatory factor analyses supported a 3-factor structure consistent with the underlying theoretical model. The final 15-item measure demonstrated excellent model fit. The 3 subscales related to various self-reported behavioral outcomes and accounted for additional variance beyond that accounted for by the BSCS. Although more research in this area is needed, the current study demonstrates the importance of studying multiple aspects of self-control, including self-control motivation. Future research might use this measure to elucidate mechanisms involved in self-control for various health-risk and protective behaviors. Such findings might ultimately inform tailoring of prevention and intervention efforts to be more specific, effective, and efficient. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2020-02046-001&site=ehost-live&scope=site"
"The role of self-awareness and problem-solving orientation for the instrumentality of goal-related means.","Kreibich, Antonia; Hennecke, Marie; Brandstätter, Veronika","Journal of Individual Differences",="16140001",,="20220101","43","2","57","13","2022-06050-001","10.1027/1614-0001/a000355","Hogrefe Publishing","Journal Article","Goal Orientation; Instrumentality; Personality; Problem Solving; Self-Regulation; Awareness; Individual Differences; Personality Processes; Self-Report; Adulthood (18 yrs & older); Male; Female",,"Successful goal striving hinges on the selection of instrumental means. The current research investigates individual differences in self-awareness as a predictor for means instrumentality. This effect should be mediated by the tendency of self-aware individuals to approach the process of goal pursuit in a way that is problem-solving-oriented. Four studies (N1a = 123, N1b = 169, N₂ = 353, N₃ = 118) were conducted to explore the positive relation between self-awareness and means instrumentality via heightened levels of problem-solving orientation. Studies 1a and 1b found cross-sectional support for the relation between dispositional self-awareness and problem-solving orientation. Study 2 (preregistered) replicated this finding and provided experimental evidence for the hypothesized mediation model. Finally, Study 3 found longitudinal support that dispositional self-awareness and problem-solving orientation predict self-reported means instrumentality and, beyond this, participants’ objective exam grades. This research emphasizes the crucial role of individual differences in self-awareness for an important self-regulatory process, that is, the selection of instrumental means in personal goal pursuit. (PsycInfo Database Record (c) 2022 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2022-06050-001&site=ehost-live&scope=site"
"True to which self? Lay rationalism and decision satisfaction in self-control conflicts.","Kokkoris, Michail D.; Hoelzl, Erik; Alós-Ferrer, Carlos","Journal of Personality and Social Psychology",="00223514",,="20190801","117","2","417","31","2019-16896-001","10.1037/pspp0000242","American Psychological Association","Journal Article","Emotions; Individual Differences; Satisfaction; Self-Control; Authenticity; Conflict; Decision Making; Self-Concept; Temptation; Test Construction; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",,"Are people more satisfied with decisions to resist or to indulge temptation? We propose that the effect of restraint versus indulgence on decision satisfaction depends on individual differences in lay rationalism, that is, reliance on reason versus feelings to guide decisions. Across 2 pilot studies and 9 main studies (N = 3,264) with different methodologies and various self-control domains, we found consistent evidence that individuals experience higher satisfaction with restraint the more they rely on reason than on feelings. The proposed effect uniquely concerns individual differences in lay rationalism and is independent from individual differences in trait self-control. We also show that authenticity (feeling true to oneself) is the mechanism underlying this effect and rule out self-typicality (acting in ways typical of oneself) as an alternative account. Additionally, we examined downstream consequences of this effect for compensatory authenticity seeking. These findings advance a more nuanced view of self-control based on identity and suggest that the subjective utility of restraint is contingent upon individual differences in reliance on reason versus feelings in decision making. Our research contributes to the understudied topic of the phenomenology of self-control and provides novel insights into its potential downsides for some individuals. We discuss theoretical implications for research on self-control, lay rationalism and authenticity. (PsycINFO Database Record (c) 2020 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2019-16896-001&site=ehost-live&scope=site"
"Understanding the cognitive and genetic underpinnings of procrastination: Evidence for shared genetic influences with goal management and executive function abilities.","Gustavson, Daniel E.; Miyake, Akira; Hewitt, John K.; Friedman, Naomi P.","Journal of Experimental Psychology: General",="00963445",,="20151201","144","6","1063","17","2015-43567-001","10.1037/xge0000110","American Psychological Association","Journal Article","Cognitive Ability; Genetics; Goals; Procrastination; Executive Function; Heritability; Individual Differences; Adulthood (18 yrs & older); Male; Female",,"Previous research has suggested that individual differences in procrastination are tied to everyday goal-management abilities, but little research has been conducted on specific cognitive abilities that may underlie tendencies for procrastination, such as executive functions (EFs). In this study, we used behavioral genetics methodology to investigate 2 hypotheses about the relationships between procrastination and EF ability: (a) that procrastination is negatively correlated with general EF ability, and (b) that this relationship is due to the genetic components of procrastination that are most related to other everyday goal-management abilities. The results confirmed both of these hypotheses. Procrastination was related to worse general EF ability at both the phenotypic and genetic levels, and this relationship was due to the component of procrastination shared with self-report measures of everyday goal-management failures. These results were observed even after controlling for potential self-report biases stemming from the urge to respond in a socially desirable manner. Together, these findings provide strong evidence for growing theories of procrastination emphasizing the importance of goal-related cognitive abilities and further highlight important genetic influences that underlie procrastination. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2015-43567-001&site=ehost-live&scope=site"
"Understanding the effects of time perspective: A meta-analysis testing a self-regulatory framework.","Baird, Harriet M.; Webb, Thomas L.; Sirois, Fuschia M.; Gibson-Miller, Jilly","Psychological Bulletin",="00332909",,="20210301","147","3","233","35","2020-84550-001","10.1037/bul0000313","American Psychological Association","Journal Article","Goal Setting; Models; Self-Regulation; Time Perspective; Theories; Childhood (birth-12 yrs); Adolescence (13-17 yrs); Adulthood (18 yrs & older)",,"Despite extensive evidence that time perspective is associated with a range of important outcomes across a variety of life domains (e.g., health, education, wealth), the question of why time perspective has such wide-reaching effects remains unknown. The present review proposes that self-regulatory processes can offer insight into why time perspective is linked to outcomes. To test this idea we classified measures of time perspective according to the dimension of time perspective that they reflected (e.g., past, present-hedonistic, future) and measures of self-regulation according to the self-regulatory process (i.e., goal setting, goal monitoring, and goal operating), ability, or outcome that they reflected. A systematic search identified 378 studies, reporting 2,000 tests of the associations between measures of time perspective and self-regulation. Random-effects meta-analyses with robust variance estimation found that a future time perspective had small-to-medium-sized positive associations with goal setting (r+ = 0.25), goal monitoring (r+ = 0.19), goal operating (r+ = 0.24), self-regulatory ability (r+ = 0.35), and outcomes (r+ = 0.18). Present time perspective, including being present-hedonistic and present-fatalistic, was negatively associated with self-regulatory processes, ability, and outcomes (r+ ranged from −0.00 to −0.27). Meta-analytic mediation models found that the relationship between future time perspective and outcomes was mediated by goal monitoring, goal operating, and self-regulatory ability, but not goal setting. As the first test of why time perspective is associated with key outcomes, the findings highlight the central role of self-regulation processes and abilities for understanding why people with certain time perspectives experience better outcomes. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2020-84550-001&site=ehost-live&scope=site"
"Validating the voodoo doll task as a proxy for aggressive parenting behavior.","McCarthy, Randy J.; Crouch, Julie L.; Basham, Ariel R.; Milner, Joel S.; Skowronski, John J.","Psychology of Violence",="21520828",,="20160101","6","1","135","10","2014-49432-001","10.1037/a0038456","Educational Publishing Foundation","Journal Article","Aggressive Behavior; Parenting; Child Abuse; Physical Abuse; Adulthood (18 yrs & older); Male; Female",,"Objective: Six studies (N = 1,081 general population parents) assessed the validity of the voodoo doll task (VDT) as a proxy for aggressive parenting behaviors. Method: Participants were given an opportunity to symbolically inflict harm by choosing to stick 'pins' into a doll representing their child. Results: Individual differences in parents’ trait aggression (Studies 1, 2, and 6), state hostility (Study 3), attitudes toward the corporal punishment of children (Study 4), self-control (Study 6), depression (Study 6), and child physical abuse risk (Study 6) were associated with increased pin usage. Further, parents used more pins after imagining their child performing negative behaviors compared to after imagining their child perform positive behaviors (Study 5). A number of demographic variables also were associated with pin usage: Fathers used pins more than mothers and parents’ education level was inversely related to pin usage. Finally, on average, parents viewed the VDT as slightly uncomfortable, but not objectionable, to complete (Study 6). Conclusions: Our evidence suggests that the VDT may serve as a useful proxy for parent-to-child aggression. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2014-49432-001&site=ehost-live&scope=site"
"What makes people want more self-control: A duo of deficiency and necessity.","Uziel, Liad; Baumeister, Roy F.; Alquist, Jessica L.","Motivation Science",="23338113",,="20210901","7","3","242","10","2021-08169-001","10.1037/mot0000213","Educational Publishing Foundation","Journal Article","Causality; Goals; Motivation; Self-Control; Desire; Needs; Test Construction; Adulthood (18 yrs & older); Male; Female",,"Self-control is important, but people may only be motivated to improve their self-control under specific conditions. The present study tests the factors that affect the desire for self-control (DSC), expecting that it would be affected by stable level of self-control (deficiency) and by concerns about meeting current goals (necessity). Four studies (total N = 676) tested the above hypothesis. Study 1 examined the nomological network of DSC, and Study 2 explored specifically its association with the need to exert self-control. Studies 3 and 4 tested experimentally the role of need to exert self-control in increasing DSC. Results revealed that DSC is associated with low trait self-control and with fear of failure (Study 1), and with concerns about meeting current goals (Study 2). Study 3 established causality, showing that DSC increased only among those who were led to believe that their self-control was insufficient to complete an upcoming task. In Study 4, DSC increased among participants who had completed a more (vs. less) demanding task, but only when they expected another demanding task. Jointly, the findings portray the different routes leading to a desire for self-control. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2021-08169-001&site=ehost-live&scope=site"
