position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
16,Understanding speculative investment behavior in the Bitcoin context from a dual-systems perspective,eQor7sFHawwJ,"HS Ryu, KS Ko - Industrial Management & Data Systems, 2019 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/IMDS-10-2018-0441/full/html,"HS Ryu, KS Ko",2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
17,Does self-regulation mediate the relationship between locus of control and resiliency related outcomes?,dfSEFuExrwwJ,AJ McGregor - 2018 - ir.lib.uwo.ca,https://ir.lib.uwo.ca/etd/5701/,AJ McGregor,2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
18,Assessment of the Sailor Evaluation Tool (SET),LbPGz-XAlJ4J,"NL Shattuck, P Matsangas - 2018 - apps.dtic.mil",https://apps.dtic.mil/sti/citations/AD1073573,"NL Shattuck, P Matsangas",2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
19,A Qualitative Examination of the Relationship Attachment Model (RAM) with Married Individuals,PrJj0Md63bMJ,MC Van Epp - 2013 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=akron1365099833,MC Van Epp,2013,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
0,Self-Control Motivation and Capacity Scale: A new measure of multiple facets of self-control,wXOneyMGxaEJ,A Papova - 2016 - search.proquest.com,https://search.proquest.com/openview/4f578556bfc18b93d4326c5178a2298a/1?pq-origsite=gscholar&cbl=18750,A Papova,2016,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
1,A qualitative examination of the Relationship Attachment Model (RAM) with married individuals,1m_yiCRJ0CsJ,MCVE Cutlip - 2013 - search.proquest.com,https://search.proquest.com/openview/3865218ff31978b9c07fa376cba5be7e/1?pq-origsite=gscholar&cbl=18750,MCVE Cutlip,2013,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
2,The development and validation of a measure of character: The CIVIC,C7z_DZvB2KoJ,"V Ng, L Tay, L Kuykendall - The Journal of Positive Psychology, 2018 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/17439760.2017.1291850,"V Ng, L Tay, L Kuykendall",2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
3,Is generosity sincere or strategic? Altruism versus status-seeking in prosocial behavior,YYq9vuYUbVsJ,"R Willer, M Feinberg, FJ Flynn… - Unpublished …, 2011 - researchgate.net",https://www.researchgate.net/profile/Matthew-Feinberg-2/publication/268407221_Is_generosity_sincere_or_strategic_Altruism_versus_status-seeking_in_prosocial_behavior/links/54ff62230cf2672e224636f9/Is-generosity-sincere-or-strategic-Altruism-versus-status-seeking-in-prosocial-behavior.pdf,"R Willer, M Feinberg, FJ Flynn…",2011,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
4,“WHY DID YOU MAKE ME DO THAT?” ANGER AT GOD IN THE CONTEXT OF MORAL TRANSGRESSION,5Fldpa2AyUMJ,JB Grubbs - 2012 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=case1333495047,JB Grubbs,2012,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
5,"Integrating States, Traits, and a Dual-process Approach with Criminal Decision-making Literature: Theoretical and Methodological Advancements",ZIMUrgYwP6IJ,W McClanahan - 2021 - repository.cam.ac.uk,https://www.repository.cam.ac.uk/handle/1810/317463,W McClanahan,2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
6,The origins of Child Sexual Abuse: An analysis of developmental and situational factors,duPwjifiX0YJ,"NK McKillop - Unpublished Doctorate thesis, 2011 - research-repository.griffith.edu.au",https://research-repository.griffith.edu.au/bitstream/handle/10072/366213/McKillop_2012_02Thesis.pdf?sequence=1,NK McKillop,2011,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
7,"Shyness, self-esteem, and loneliness as causes of FA: The moderating effect of low self-control",itCvm2va18oJ,"M Iranmanesh, B Foroughi, D Nikbin, SS Hyun - Current Psychology, 2021 - Springer",https://link.springer.com/article/10.1007/s12144-019-00465-w,"M Iranmanesh, B Foroughi, D Nikbin, SS Hyun",2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
8,The role of motivation in self-regulation: culture and relational self construal as predictors of accommodation in romantic relationships,g34hbvJQRS8J,S Mann - 2009 - mspace.lib.umanitoba.ca,https://mspace.lib.umanitoba.ca/bitstream/handle/1993/21506/Mann_The_role.pdf?sequence=1,S Mann,2009,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
9,The Regulatory Effect of Awe: Awe Predicts Enhanced Ability to Resist Food Indulgence,V7X9qOMQH4oJ,Y Zhaoliang - 2021 - search.proquest.com,https://search.proquest.com/openview/1554ed064de1b05ba00cafdfb74d6fad/1?pq-origsite=gscholar&cbl=2026366&diss=y,Y Zhaoliang,2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
10,Working from home during the COVID‐19 crisis: How self‐control strategies elucidate employees' job performance,i5KqHVWjQvoJ,"ES Troll, L Venz, F Weitzenegger… - Applied …, 2021 - Wiley Online Library",https://iaap-journals.onlinelibrary.wiley.com/doi/abs/10.1111/apps.12352,"ES Troll, L Venz, F Weitzenegger…",2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
11,"Taking the long view: Implications of individual differences in temporal distancing for affect, stress reactivity, and well-being.",U7T0qirO-gIJ,"E Bruehlman-Senecal, Ö Ayduk… - Journal of Personality and …, 2016 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037%2Fpspp0000103,E Bruehlman,2016,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
12,"Young adults' perceptions of parental differential treatment: measurement and relations to psychological adjustment, attachment style, and close relationships.",eBMblBznGHkJ,LC Young - 2011 - dspace.library.uvic.ca,https://dspace.library.uvic.ca/handle/1828/3529,LC Young,2011,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
13,The effect of public social context on self-control: Depletion for neuroticism and restoration for impression management,_8FltzJtn8oJ,"L Uziel, RF Baumeister - Personality and Social Psychology …, 2012 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0146167211427310,"L Uziel, RF Baumeister",2012,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
14,Maniac or Master? Examining How Leader Self-Control of Affective Experiences Shapes Charismatic Leadership,-_lKq6hD0MUJ,"J Sosik, JU Chun, Z Ete, M Cheong… - The Journal of …, 2020 - jcli.scholasticahq.com",https://jcli.scholasticahq.com/article/17711.pdf,"J Sosik, JU Chun, Z Ete, M Cheong…",2020,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
15,"Locus of Control, Stress, and Tenure: Predicting a Police Officer's Capacity to Self-Regulate",MeCzHfDEfpIJ,MJM Mendiola - 2021 - search.proquest.com,https://search.proquest.com/openview/46e27a4a6d19dbfbc028dd9a53caacc5/1?pq-origsite=gscholar&cbl=18750&diss=y,MJM Mendiola,2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
16,Evaluating the Big Five as an organizing framework for commonly used psychological trait scales.,gM2gp2CfS4sJ,"TF Bainbridge, SG Ludeke… - Journal of personality and …, 2022 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037/pspp0000395,"TF Bainbridge, SG Ludeke…",2022,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
17,Not All Forms Of Misbehavior Are Created Equal: Perpetrator Personality And Differential Relationships With CWBs.,FYFlTEyYCYsJ,CB Bragg - 2015 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=wright1440185224,CB Bragg,2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
18,"Investigating the Stress-and-coping Model of Self-forgiveness, Self-compassion, Affect and Psychological Health",w5wKshrEEV0J,P Maynard - 2019 - openrepository.aut.ac.nz,http://openrepository.aut.ac.nz/handle/10292/12968,P Maynard,2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
19,Vers un approfondissement de l'évaluation des états mentaux: Exploration de leurs propriétés et répercussions,4zIs_BeAjxsJ,G Beaulieu-Pelletier - 2012 - search.proquest.com,https://search.proquest.com/openview/70a40dabc2465429e630cdfba5513c54/1?pq-origsite=gscholar&cbl=18750,G Beaulieu,2012,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,4,marlowe-crowne
0,Approach motivation gives rise to meaning in life,wEGP1dqu7zwJ,A Elnakouri - 2018 - uwspace.uwaterloo.ca,https://uwspace.uwaterloo.ca/handle/10012/13813,A Elnakouri,2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
1,Development and Validation of the Positive Affect Reduction Scale,UIbqpe0d9RcJ,BK Randazzo - 2015 - search.proquest.com,https://search.proquest.com/openview/36bf645f4e774eb2b8c7a65257fbcb70/1?pq-origsite=gscholar&cbl=18750,BK Randazzo,2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
2,"Adaptive and Maladaptive Maximizing: Identifying the Correlates, Processes, and Outcomes of Maximizing in Decision-Making",TPfJBH9fu78J,J Hughes - 2018 - uwspace.uwaterloo.ca,https://uwspace.uwaterloo.ca/handle/10012/12809,J Hughes,2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
3,Yesterday at War with Tomorrow: Rebooting the Profession of Arms,zxEiUJoAneQJ,"FACT EMBRACES - JCLD/TABLE OF CONTENTS, 2020 - jcli.scholasticahq.com",https://jcli.scholasticahq.com/article/13536.pdf#page=108,FACT EMBRACES,2020,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
4,Personality matters: Relevance and assessment of personality characteristics,ICEXIbWGckMJ,M Kankaraš - 2017 - oecd-ilibrary.org,https://www.oecd-ilibrary.org/education/personality-matters_8a294376-en;jsessioni,M Kankaraš,2017,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
5,How to tie a construct to indicators: Guidelines for valid measurement,hStL6sqHk-wJ,SP Zwanenburg - 2015 - core.ac.uk,https://core.ac.uk/download/pdf/301367531.pdf,SP Zwanenburg,2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
6,Does Higher Self-Control Predict Higher State-Orientation and Negative Self-Referential Emotions? A Mixed Methods Study.,xUZUaURMiGMJ,D Hayes - 2019 - etd.auburn.edu,http://etd.auburn.edu/handle/10415/7062,D Hayes,2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
7,Estudo de validação da Escala de Baixo Autocontrolo numa amostra de adultos da população forense,lxVYM877B7kJ,ÂRL Abreu - 2021 - estudogeral.sib.uc.pt,https://estudogeral.sib.uc.pt/handle/10316/99279,ÂRL Abreu,2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
8,"Self-compassion and self-forgiveness as mediated by rumination, shame-proneness, and experiential avoidance: implications for mental and physical health",b6oNSZu4uQsJ,EC Williams - 2015 - search.proquest.com,https://search.proquest.com/openview/c106ff058282798fb1f2cdb8496f3ff9/1?pq-origsite=gscholar&cbl=18750,EC Williams,2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
9,"A model towards commitment: the role of irrational relationship beliefs, knowledge of warning signs, relationship confidence and satisfaction",QFkM4AuthqAJ,Ç Köksal - 2019 - open.metu.edu.tr,https://open.metu.edu.tr/bitstream/handle/11511/43758/index.pdf,Ç Köksal,2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
10,The preference for moderation scale,YSezXnXa20gJ,"A Drolet, MF Luce, L Jiang, BC Rossi… - Journal of Consumer …, 2021 - academic.oup.com",https://academic.oup.com/jcr/article-abstract/47/6/831/5890486,"A Drolet, MF Luce, L Jiang, BC Rossi…",2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
11,The role of religiosity in ethical decision-making: A study on Islam and the Malaysian workplace,kwf1_JmQrwEJ,"R Sulaiman, P Toulson, D Brougham, F Lempp… - Journal of Business …, 2021 - Springer",https://link.springer.com/article/10.1007/s10551-021-04836-x,"R Sulaiman, P Toulson, D Brougham, F Lempp…",2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
12,Is the HEXACO the new black? An examination of the predictive validity of NEO-PI-3 and the HEXACO-PI-R to determine if the six factor model of personality provides …,1hRlJXfRlpEJ,A Wilson - 2016 - ro.uow.edu.au,https://ro.uow.edu.au/theses/4971/,A Wilson,2016,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
13,"귀인피드백이 마인드셋 (mindset), 그릿 (grit), 자기조절력에 따라 학업성취에 미치는 영향",honbyboF0ugJ,박준수 - 2017 - s-space.snu.ac.kr,https://s-space.snu.ac.kr/handle/10371/127930,박준수,2017,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
14,Using a Model of Emotional Self-Efficacy in Predicting Work Outcomes,jHhaVnI9JwYJ,CW Roman - 2018 - search.proquest.com,https://search.proquest.com/openview/64642a2f4b6637a63a8fe57704f70b3f/1?pq-origsite=gscholar&cbl=18750,CW Roman,2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
15,"Kişilerarası Güçler Envanteri'nin (Inventory of Interpersonal Strengths) Türk üniversite öğrencilerine uyarlanması: Dilsel eşdeğerlik, geçerlik ve güvenirlik çalışması",croLnB0M0aoJ,I Tekin - 2012 - search.proquest.com,https://search.proquest.com/openview/555fb5ee256e8a3e20b9955f840c2415/1?pq-origsite=gscholar&cbl=2026366&diss=y,I Tekin,2012,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
16,Ego Depletion and Behavioral Ethics,UNrVgNK61isJ,KC Yam - 2015 - digital.lib.washington.edu,https://digital.lib.washington.edu/researchworks/handle/1773/33631,KC Yam,2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
17,DE ROL VAN MODERATOREN IN DE RELATIE TUSSEN INHIBITIECONTROLE EN EETGEDRAG BIJ ADOLESCENTEN,3gKwtF0zT9kJ,C Deboosere - libstore.ugent.be,https://libstore.ugent.be/fulltxt/RUG01/002/376/921/RUG01-002376921_2017_0001_AC.pdf,C Deboosere,,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
18,Evaluating the predictive validity of the global competencies inventory for determining global leadership outcomes,gDWGRK_chXgJ,ET Le - 2016 - search.proquest.com,https://search.proquest.com/openview/ab8cc8fddedb936a2bb3daa36b3df47a/1?pq-origsite=gscholar&cbl=18750,ET Le,2016,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
19,The Impulsive Applicant: Self-Control as a Predictor of Applicant Faking and Organizational Deviance,ySyNilmKZRcJ,JA Isaacson - 2012 - search.proquest.com,https://search.proquest.com/openview/c9a08bf07e7363d40b3dfa32aad01009/1?pq-origsite=gscholar&cbl=18750,JA Isaacson,2012,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,marlowe-crowne
0,"Evaluación de fortalezas humanas en estudiantes de la Universidad Complutense de Madrid y diferencias de sexo: Relación con salud, resiliencia y rendimiento …",gZ66u-vHAAAJ,M Ovejero Bruna - 2018 - eprints.ucm.es,https://eprints.ucm.es/id/eprint/49808/,M Ovejero Bruna,2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,marlowe-crowne
1,"Hard Work Beats Talent, Unless Talent Works Hard: Exploring the Relationship Between Self-Efficacy and Sales Performance",Lqen_9rCWzoJ,MS Amin - 2020 - search.proquest.com,https://search.proquest.com/openview/52ba443cf7696b70a6da8e2fc08f40c1/1?pq-origsite=gscholar&cbl=18750&diss=y,MS Amin,2020,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,marlowe-crowne
2,Forgiveness in leader-member exchange (LMX) relationships: A multi-study examination of mediating and moderating mechanisms,mxHqlPfvpKcJ,A Radulovic - 2017 - publications.aston.ac.uk,http://publications.aston.ac.uk/id/eprint/30856/,A Radulovic,2017,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,marlowe-crowne
